constant    1: beta    0, exp    1
constant  929: beta   15, exp   32
constant  930: beta   58, exp   95
constant  931: beta   36, exp   60
constant  932: beta   10, exp   21
constant  933: beta   38, exp   59
constant  934: beta   93, exp  133
constant  935: beta   34, exp   58
constant  936: beta   18, exp   25
constant  937: beta  110, exp  152
constant  938: beta  157, exp  218
constant  939: beta  143, exp  203
constant  940: beta   55, exp   84
constant  941: beta  141, exp  186
constant  942: beta   22, exp   38
constant  943: beta   51, exp   80
constant  944: beta   51, exp   80
constant  945: beta   15, exp   21
constant  946: beta   66, exp   97
constant  947: beta  188, exp  249
constant  948: beta   52, exp   79
constant  949: beta   19, exp   33
constant  950: beta   45, exp   71
constant  951: beta   84, exp  123
constant  952: beta   64, exp   88
constant  953: beta   74, exp   98
constant  954: beta   18, exp   31
constant  955: beta   36, exp   59
constant  956: beta   26, exp   43
constant  957: beta   64, exp   85
constant  958: beta   18, exp   31
constant  959: beta   64, exp   85
constant  960: beta   26, exp   43
constant  961: beta   53, exp   77
constant  962: beta   76, exp   95
constant  963: beta   53, exp   77
constant  964: beta   76, exp   95
constant  965: beta   31, exp   53
constant  966: beta   31, exp   53
constant  967: beta   86, exp  121
constant  968: beta   64, exp   85
constant  969: beta   36, exp   59
constant  970: beta   36, exp   59
constant  971: beta   15, exp   29
constant  972: beta   39, exp   61
constant  973: beta  179, exp  206
constant  974: beta  177, exp  202
constant  975: beta  179, exp  206
constant  976: beta   26, exp   43
constant  977: beta   19, exp   35
constant  978: beta   65, exp   89
constant  979: beta   75, exp   89
constant  980: beta   53, exp   77
constant  981: beta   42, exp   59
constant  982: beta   54, exp   79
constant  983: beta  105, exp  135
constant  984: beta  105, exp  135
constant  985: beta   44, exp   63
constant  986: beta   44, exp   63
constant  987: beta   79, exp  120
constant  988: beta   44, exp   67
constant  989: beta  130, exp  149
constant  990: beta   43, exp   63
constant  991: beta  113, exp  137
constant  992: beta   43, exp   63
constant  993: beta   54, exp   81
constant  994: beta  113, exp  137
constant  995: beta   54, exp   79
constant  996: beta   33, exp   51
constant  997: beta   20, exp   33
constant  998: beta   41, exp   69
constant  999: beta   40, exp   68
constant 1000: beta   71, exp  107
constant 1001: beta   40, exp   68
constant 1002: beta   72, exp  105
constant 1003: beta  112, exp  158
constant 1004: beta   74, exp   93
constant 1005: beta    6, exp   10
constant 1006: beta   16, exp   28
constant 1007: beta   10, exp   19
constant 1008: beta   23, exp   52
constant 1009: beta   61, exp   94
constant 1010: beta   61, exp   94
constant 1011: beta   38, exp   74
constant 1012: beta   38, exp   74
constant 1013: beta   34, exp   73
constant 1014: beta   32, exp   58
constant 1015: beta   17, exp   33
constant 1016: beta    3, exp    8
constant 1017: beta    6, exp   19
constant 1018: beta   36, exp   65
constant 1019: beta   74, exp  124
constant 1020: beta    3, exp    5
constant 1021: beta   39, exp   68
constant 1022: beta   38, exp   67
constant 1023: beta   31, exp   54
constant 1024: beta   35, exp   54
constant 1025: beta    7, exp   15
constant 1026: beta   17, exp   33
constant 1027: beta    3, exp    8
constant 1028: beta    6, exp   19
constant 1029: beta   38, exp   67
constant 1030: beta   44, exp   82
constant 1031: beta   48, exp   85
constant 1032: beta   44, exp   82
constant 1033: beta   84, exp  123
constant 1034: beta   36, exp   68
constant 1035: beta   89, exp  139
constant 1036: beta   36, exp   57
constant 1037: beta    0, exp    3
constant 1038: beta   18, exp   28
constant 1039: beta    3, exp    8
constant 1040: beta    3, exp    8
constant 1041: beta   44, exp   70
constant 1042: beta   37, exp   69
constant 1043: beta   40, exp   60
constant 1044: beta   37, exp   69
constant 1045: beta   56, exp  106
constant 1046: beta   72, exp  133
constant 1047: beta  135, exp  193
constant 1048: beta   56, exp  106
constant 1049: beta   72, exp  133
constant 1050: beta  135, exp  193
constant 1051: beta  143, exp  216
constant 1052: beta   62, exp  116
constant 1053: beta   12, exp   26
constant 1054: beta   26, exp   61
constant 1055: beta   26, exp   61
constant 1056: beta   42, exp   93
constant 1057: beta   42, exp   85
constant 1058: beta   12, exp   26
constant 1059: beta    7, exp   15
constant 1060: beta    7, exp   16
constant 1061: beta    4, exp   12
constant 1062: beta   19, exp   33
constant 1063: beta   47, exp   65
constant 1064: beta   27, exp   45
constant 1065: beta  115, exp  168
constant 1066: beta   68, exp  105
constant 1067: beta   74, exp  119
constant 1068: beta    3, exp    8
constant 1069: beta   13, exp   25
constant 1070: beta   35, exp   54
constant 1071: beta   27, exp   46
constant 1072: beta   98, exp  160
constant 1073: beta   69, exp  111
constant 1074: beta   54, exp   94
constant 1075: beta   12, exp   25
constant 1076: beta   10, exp   22
constant 1077: beta    8, exp   21
constant 1078: beta   22, exp   43
constant 1079: beta   31, exp   41
constant 1080: beta   46, exp   57
constant 1081: beta   98, exp  142
constant 1082: beta  324, exp  419
constant 1083: beta  146, exp  192
constant 1084: beta  132, exp  195
constant 1085: beta    1, exp    3
constant 1086: beta    6, exp   11
constant 1087: beta    3, exp    8
constant 1088: beta    3, exp    8
constant 1089: beta   16, exp   33
constant 1090: beta   16, exp   33
constant 1091: beta   16, exp   33
constant 1092: beta   16, exp   33
constant 1093: beta    1, exp    3
constant 1094: beta    1, exp    3
constant 1095: beta   17, exp   42
constant 1096: beta   17, exp   42
constant 1097: beta   50, exp   71
constant 1098: beta   53, exp   81
constant 1099: beta   31, exp   52
constant 1100: beta   45, exp   74
constant 1101: beta   31, exp   52
constant 1102: beta   45, exp   74
constant 1103: beta   38, exp   54
constant 1104: beta   38, exp   54
constant 1105: beta   61, exp   89
constant 1106: beta    1, exp    3
constant 1107: beta    1, exp    3
constant 1108: beta   17, exp   25
constant 1109: beta  114, exp  150
constant 1110: beta   73, exp  118
constant 1111: beta   73, exp  114
constant 1112: beta   19, exp   37
constant 1113: beta    2, exp    9
constant 1114: beta   39, exp   67
constant 1115: beta   39, exp   71
constant 1116: beta   42, exp   59
constant 1117: beta   30, exp   49
constant 1118: beta   30, exp   49
constant 1119: beta   46, exp   79
constant 1120: beta    8, exp   19
constant 1121: beta   70, exp  102
constant 1122: beta  201, exp  254
constant 1123: beta  112, exp  151
constant 1124: beta  149, exp  197
constant 1125: beta    1, exp    3
constant 1126: beta    1, exp    3
constant 1127: beta  126, exp  165
constant 1128: beta   70, exp  101
constant 1129: beta  185, exp  250
constant 1130: beta  278, exp  387
constant 1131: beta   69, exp  106
constant 1132: beta  369, exp  456
constant 1133: beta   18, exp   29
constant 1134: beta   24, exp   39
constant 1135: beta   24, exp   39
constant 1136: beta   34, exp   49
constant 1137: beta   48, exp   59
constant 1138: beta  112, exp  171
constant 1139: beta   32, exp   56
constant 1140: beta  104, exp  146
constant 1141: beta   37, exp   59
constant 1142: beta   17, exp   25
constant 1143: beta   17, exp   25
constant 1144: beta   98, exp  128
constant 1145: beta   98, exp  128
constant 1146: beta   83, exp  114
constant 1147: beta   87, exp  122
constant 1148: beta   83, exp  114
constant 1149: beta   87, exp  122
constant 1150: beta   35, exp   70
constant 1151: beta   35, exp   70
constant 1152: beta   35, exp   70
constant 1153: beta   38, exp   67
constant 1154: beta   38, exp   67
constant 1155: beta    1, exp    3
constant 1156: beta    1, exp    3
constant 1157: beta  177, exp  211
constant 1158: beta  310, exp  365
constant 1159: beta  309, exp  378
constant 1160: beta  240, exp  286
constant 1161: beta   32, exp   39
constant 1162: beta   32, exp   39
constant 1163: beta   32, exp   39
constant 1164: beta   44, exp   59
constant 1165: beta   32, exp   39
constant 1166: beta   32, exp   39
constant 1167: beta   32, exp   39
constant 1168: beta    9, exp   13
constant 1169: beta    9, exp   13
constant 1170: beta   16, exp   31
constant 1171: beta   16, exp   31
constant 1172: beta   16, exp   31
constant 1173: beta   16, exp   31
constant 1174: beta   45, exp   72
constant 1175: beta   33, exp   54
constant 1176: beta   33, exp   54
constant 1177: beta   45, exp   72
constant 1178: beta   76, exp  110
constant 1179: beta   76, exp  110
constant 1180: beta   75, exp  119
constant 1181: beta   75, exp  119
constant 1182: beta   47, exp   65
constant 1183: beta   53, exp   75
constant 1184: beta  118, exp  129
constant 1185: beta   32, exp   39
constant 1186: beta   32, exp   39
constant 1187: beta   32, exp   39
constant 1188: beta   47, exp   65
constant 1189: beta   53, exp   75
constant 1190: beta  118, exp  129
constant 1191: beta   32, exp   39
constant 1192: beta   32, exp   39
constant 1193: beta   32, exp   39
constant 1194: beta   64, exp   91
constant 1195: beta   64, exp   91
constant 1196: beta  126, exp  165
constant 1197: beta  339, exp  446
constant 1198: beta   69, exp  106
constant 1199: beta   18, exp   29
constant 1200: beta   36, exp   59
constant 1201: beta   91, exp  135
constant 1202: beta   85, exp  125
constant 1203: beta   36, exp   59
constant 1204: beta   36, exp   59
constant 1205: beta   34, exp   59
constant 1206: beta   34, exp   59
constant 1207: beta  102, exp  125
constant 1208: beta   33, exp   55
constant 1209: beta   87, exp  113
constant 1210: beta   18, exp   29
constant 1211: beta   33, exp   55
constant 1212: beta   25, exp   43
constant 1213: beta   87, exp  113
constant 1214: beta   36, exp   59
constant 1215: beta   79, exp  127
constant 1216: beta   27, exp   51
constant 1217: beta   28, exp   49
constant 1218: beta   79, exp  127
constant 1219: beta   27, exp   51
constant 1220: beta   28, exp   49
constant 1221: beta   63, exp  102
constant 1222: beta   75, exp  114
constant 1223: beta  132, exp  199
constant 1224: beta   49, exp   84
constant 1225: beta  152, exp  223
constant 1226: beta   55, exp   92
constant 1227: beta  104, exp  163
constant 1228: beta   54, exp   97
constant 1229: beta   27, exp   39
constant 1230: beta  104, exp  141
constant 1231: beta   50, exp   71
constant 1232: beta  127, exp  182
constant 1233: beta   88, exp  127
constant 1234: beta   31, exp   52
constant 1235: beta  110, exp  165
constant 1236: beta   88, exp  127
constant 1237: beta   31, exp   52
constant 1238: beta  116, exp  177
constant 1239: beta   65, exp   97
constant 1240: beta   65, exp   97
constant 1241: beta   61, exp   98
constant 1242: beta   61, exp   98
constant 1243: beta   61, exp   98
constant 1244: beta   61, exp   98
constant 1245: beta  106, exp  136
constant 1246: beta  122, exp  133
constant 1247: beta  393, exp  445
constant 1248: beta  399, exp  470
constant 1249: beta  402, exp  466
constant 1250: beta  304, exp  369
constant 1251: beta  460, exp  559
constant 1252: beta  175, exp  227
constant 1253: beta   30, exp   41
constant 1254: beta   30, exp   41
constant 1255: beta   30, exp   41
constant 1256: beta  139, exp  188
constant 1257: beta   43, exp   68
constant 1258: beta  122, exp  184
constant 1259: beta   10, exp   21
constant 1260: beta  210, exp  271
constant 1261: beta  178, exp  235
constant 1262: beta  217, exp  307
constant 1263: beta  161, exp  216
constant 1264: beta  226, exp  314
constant 1265: beta  228, exp  294
constant 1266: beta  409, exp  577
constant 1267: beta  471, exp  632
constant 1268: beta   19, exp   33
constant 1269: beta   37, exp   59
constant 1270: beta  112, exp  151
constant 1271: beta  328, exp  425
constant 1272: beta  140, exp  186
constant 1273: beta  646, exp  839
constant 1274: beta   42, exp   66
constant 1275: beta   71, exp  114
constant 1276: beta  126, exp  188
constant 1277: beta   97, exp  156
constant 1278: beta   43, exp   83
constant 1279: beta   16, exp   30
constant 1280: beta   66, exp   96
constant 1281: beta  168, exp  221
constant 1282: beta   50, exp   73
constant 1283: beta  177, exp  241
constant 1284: beta  290, exp  385
constant 1285: beta  166, exp  228
constant 1286: beta  352, exp  452
constant 1287: beta  148, exp  208
constant 1288: beta   18, exp   31
constant 1289: beta   18, exp   31
constant 1290: beta   36, exp   59
constant 1291: beta   64, exp   85
constant 1292: beta   18, exp   31
constant 1293: beta   64, exp   85
constant 1294: beta   53, exp   77
constant 1295: beta   76, exp   95
constant 1296: beta   53, exp   77
constant 1297: beta   76, exp   95
constant 1298: beta   15, exp   29
constant 1299: beta   39, exp   61
constant 1300: beta  183, exp  220
constant 1301: beta  181, exp  216
constant 1302: beta  183, exp  220
constant 1303: beta   64, exp   85
constant 1304: beta   64, exp   85
constant 1305: beta   64, exp   85
constant 1306: beta   19, exp   35
constant 1307: beta   65, exp   89
constant 1308: beta   75, exp   89
constant 1309: beta   54, exp   79
constant 1310: beta  109, exp  149
constant 1311: beta  132, exp  185
constant 1312: beta   54, exp   79
constant 1313: beta   54, exp   79
constant 1314: beta   44, exp   67
constant 1315: beta   44, exp   67
constant 1316: beta  130, exp  149
constant 1317: beta   43, exp   63
constant 1318: beta  113, exp  137
constant 1319: beta   54, exp   79
constant 1320: beta   27, exp   44
constant 1321: beta   53, exp   77
constant 1322: beta   40, exp   62
constant 1323: beta   40, exp   59
constant 1324: beta   77, exp  118
constant 1325: beta   34, exp   57
constant 1326: beta   69, exp  117
constant 1327: beta   17, exp   27
constant 1328: beta  116, exp  174
constant 1329: beta  301, exp  420
constant 1330: beta   37, exp   62
constant 1331: beta    7, exp   13
constant 1332: beta   20, exp   38
constant 1333: beta   32, exp   56
constant 1334: beta   45, exp   66
constant 1335: beta   17, exp   25
constant 1336: beta   50, exp   71
constant 1337: beta   50, exp   71
constant 1338: beta   98, exp  134
constant 1339: beta   31, exp   52
constant 1340: beta   31, exp   52
constant 1341: beta   83, exp  120
constant 1342: beta   31, exp   52
constant 1343: beta   31, exp   52
constant 1344: beta   87, exp  128
constant 1345: beta   53, exp   79
constant 1346: beta   53, exp   79
constant 1347: beta   47, exp   76
constant 1348: beta   47, exp   76
constant 1349: beta   47, exp   76
constant 1350: beta   47, exp   76
constant 1351: beta  158, exp  181
constant 1352: beta  153, exp  205
constant 1353: beta  302, exp  357
constant 1354: beta  129, exp  165
constant 1355: beta   30, exp   41
constant 1356: beta   30, exp   41
constant 1357: beta   30, exp   41
constant 1358: beta   86, exp  129
constant 1359: beta   10, exp   21
constant 1360: beta  318, exp  405
constant 1361: beta   19, exp   33
constant 1362: beta   37, exp   59
constant 1363: beta  539, exp  679
constant 1364: beta  272, exp  354
constant 1365: beta  258, exp  327
constant 1366: beta  234, exp  342
constant 1367: beta  125, exp  164
constant 1368: beta   22, exp   38
constant 1369: beta   43, exp   68
constant 1370: beta   43, exp   68
constant 1371: beta   93, exp  126
constant 1372: beta  242, exp  307
constant 1373: beta  107, exp  149
constant 1374: beta   30, exp   41
constant 1375: beta   36, exp   59
constant 1376: beta   64, exp   85
constant 1377: beta   18, exp   31
constant 1378: beta   64, exp   85
constant 1379: beta   53, exp   77
constant 1380: beta   76, exp   95
constant 1381: beta   53, exp   77
constant 1382: beta   76, exp   95
constant 1383: beta   15, exp   29
constant 1384: beta   39, exp   61
constant 1385: beta  183, exp  220
constant 1386: beta  181, exp  216
constant 1387: beta  183, exp  220
constant 1388: beta   64, exp   85
constant 1389: beta   64, exp   85
constant 1390: beta   64, exp   85
constant 1391: beta   19, exp   35
constant 1392: beta   65, exp   89
constant 1393: beta   75, exp   89
constant 1394: beta   54, exp   79
constant 1395: beta  109, exp  149
constant 1396: beta  132, exp  185
constant 1397: beta   54, exp   79
constant 1398: beta   54, exp   79
constant 1399: beta   44, exp   67
constant 1400: beta   44, exp   67
constant 1401: beta  130, exp  149
constant 1402: beta   43, exp   63
constant 1403: beta  113, exp  137
constant 1404: beta   54, exp   79
constant 1405: beta   40, exp   59
constant 1406: beta   17, exp   25
constant 1407: beta  371, exp  497
constant 1408: beta   30, exp   49
constant 1409: beta    3, exp    5
constant 1410: beta    4, exp   12
constant 1411: beta   13, exp   29
constant 1412: beta   26, exp   46
constant 1413: beta    6, exp   11
constant 1414: beta   15, exp   25
constant 1415: beta    6, exp    9
constant 1416: beta    4, exp    7
constant 1417: beta    3, exp    6
constant 1418: beta    3, exp    6
constant 1419: beta    3, exp    6
constant 1420: beta    6, exp   11
constant 1421: beta   21, exp   34
constant 1422: beta   21, exp   36
constant 1423: beta   28, exp   56
constant 1424: beta   68, exp   91
constant 1425: beta   41, exp   58
constant 1426: beta   24, exp   44
constant 1427: beta   33, exp   46
constant 1428: beta   43, exp   64
constant 1429: beta   42, exp   55
constant 1430: beta   67, exp   84
constant 1431: beta   52, exp   64
constant 1432: beta   94, exp  116
constant 1433: beta  102, exp  144
constant 1434: beta   57, exp   75
constant 1435: beta   57, exp   75
constant 1436: beta   28, exp   32
constant 1437: beta   58, exp   66
constant 1438: beta  144, exp  159
constant 1439: beta    6, exp   16
constant 1440: beta   16, exp   31
constant 1441: beta   30, exp   46
constant 1442: beta   23, exp   33
constant 1443: beta   17, exp   23
constant 1444: beta   53, exp   85
constant 1445: beta   53, exp   85
constant 1446: beta   58, exp  101
constant 1447: beta  315, exp  241
constant 1448: beta  130, exp  136
constant 1449: beta  112, exp  135
constant 1450: beta   47, exp   66
constant 1451: beta   65, exp   77
constant 1452: beta   64, exp   82
constant 1453: beta   34, exp   43
constant 1454: beta   35, exp   50
constant 1455: beta   35, exp   50
constant 1456: beta   34, exp   49
constant 1457: beta   23, exp   33
constant 1458: beta   17, exp   23
constant 1459: beta   53, exp   85
constant 1460: beta   53, exp   85
constant 1461: beta   58, exp  101
constant 1462: beta  315, exp  241
constant 1463: beta  130, exp  136
constant 1464: beta  112, exp  135
constant 1465: beta   47, exp   66
constant 1466: beta   65, exp   77
constant 1467: beta   64, exp   82
constant 1468: beta   34, exp   43
constant 1469: beta   35, exp   50
constant 1470: beta   35, exp   50
constant 1471: beta   34, exp   49
constant 1472: beta   19, exp   41
constant 1473: beta   64, exp   81
constant 1474: beta   64, exp   81
constant 1475: beta   64, exp   81
constant 1476: beta  190, exp  208
constant 1477: beta   19, exp   41
constant 1478: beta  128, exp  143
constant 1479: beta  128, exp  143
constant 1480: beta  128, exp  144
constant 1481: beta  177, exp  208
constant 1482: beta   82, exp  106
constant 1483: beta   62, exp   83
constant 1484: beta   34, exp   55
constant 1485: beta   34, exp   55
constant 1486: beta   68, exp   75
constant 1487: beta   51, exp   65
constant 1488: beta   68, exp   75
constant 1489: beta   51, exp   65
constant 1490: beta    9, exp   13
constant 1491: beta   16, exp   31
constant 1492: beta   16, exp   31
constant 1493: beta  116, exp  145
constant 1494: beta  116, exp  145
constant 1495: beta   35, exp   56
constant 1496: beta   35, exp   56
constant 1497: beta   34, exp   49
constant 1498: beta    9, exp   13
constant 1499: beta   16, exp   31
constant 1500: beta   16, exp   31
constant 1501: beta  116, exp  145
constant 1502: beta  116, exp  145
constant 1503: beta   35, exp   56
constant 1504: beta   35, exp   56
constant 1505: beta   34, exp   49
constant 1506: beta   45, exp   72
constant 1507: beta   33, exp   54
constant 1508: beta   33, exp   54
constant 1509: beta   45, exp   72
constant 1510: beta   76, exp  110
constant 1511: beta   76, exp  110
constant 1512: beta   69, exp  101
constant 1513: beta   69, exp  101
constant 1514: beta   68, exp   75
constant 1515: beta   51, exp   69
constant 1516: beta   68, exp   75
constant 1517: beta   51, exp   69
constant 1518: beta  108, exp  113
constant 1519: beta   97, exp   90
constant 1520: beta   18, exp   29
constant 1521: beta   36, exp   59
constant 1522: beta  108, exp  113
constant 1523: beta   97, exp   90
constant 1524: beta  108, exp  113
constant 1525: beta   97, exp   90
constant 1526: beta   36, exp   59
constant 1527: beta   36, exp   59
constant 1528: beta  108, exp  113
constant 1529: beta   97, exp   94
constant 1530: beta   18, exp   29
constant 1531: beta   36, exp   59
constant 1532: beta   52, exp   68
constant 1533: beta   49, exp   70
constant 1534: beta   21, exp   37
constant 1535: beta   52, exp   68
constant 1536: beta   49, exp   70
constant 1537: beta   21, exp   37
constant 1538: beta   70, exp  114
constant 1539: beta   70, exp  114
constant 1540: beta  129, exp  129
constant 1541: beta   88, exp  108
constant 1542: beta  139, exp  157
constant 1543: beta   62, exp   79
constant 1544: beta    4, exp    7
constant 1545: beta   84, exp  105
constant 1546: beta   39, exp   57
constant 1547: beta   15, exp   15
constant 1548: beta   63, exp   70
constant 1549: beta   80, exp  108
constant 1550: beta   38, exp   53
constant 1551: beta   38, exp   53
constant 1552: beta   65, exp   94
constant 1553: beta   96, exp  111
constant 1554: beta   51, exp   69
constant 1555: beta   10, exp   21
constant 1556: beta   68, exp   89
constant 1557: beta   68, exp   89
constant 1558: beta  167, exp  165
constant 1559: beta   94, exp  104
constant 1560: beta   19, exp   33
constant 1561: beta   45, exp   71
constant 1562: beta   66, exp   78
constant 1563: beta   49, exp   66
constant 1564: beta   16, exp   30
constant 1565: beta  134, exp  149
constant 1566: beta   97, exp  100
constant 1567: beta  134, exp  149
constant 1568: beta   97, exp  100
constant 1569: beta  134, exp  149
constant 1570: beta   93, exp   94
constant 1571: beta  134, exp  149
constant 1572: beta   97, exp  100
constant 1573: beta   18, exp   31
constant 1574: beta   18, exp   31
constant 1575: beta   36, exp   59
constant 1576: beta   64, exp   85
constant 1577: beta   18, exp   31
constant 1578: beta   64, exp   85
constant 1579: beta  134, exp  149
constant 1580: beta   91, exp   92
constant 1581: beta  134, exp  149
constant 1582: beta   87, exp   86
constant 1583: beta  134, exp  149
constant 1584: beta   91, exp   92
constant 1585: beta   36, exp   59
constant 1586: beta  176, exp  187
constant 1587: beta  156, exp  125
constant 1588: beta   54, exp   79
constant 1589: beta  176, exp  187
constant 1590: beta  156, exp  125
constant 1591: beta  176, exp  187
constant 1592: beta  156, exp  125
constant 1593: beta   54, exp   79
constant 1594: beta   54, exp   79
constant 1595: beta  176, exp  187
constant 1596: beta  156, exp  129
constant 1597: beta   54, exp   79
constant 1598: beta   27, exp   44
constant 1599: beta   53, exp   78
constant 1600: beta   41, exp   64
constant 1601: beta   72, exp   93
constant 1602: beta   79, exp   92
constant 1603: beta  127, exp  139
constant 1604: beta   56, exp   71
constant 1605: beta  176, exp  187
constant 1606: beta  146, exp  111
constant 1607: beta   42, exp   61
constant 1608: beta   34, exp   58
constant 1609: beta   30, exp   53
constant 1610: beta   38, exp   67
constant 1611: beta   40, exp   68
constant 1612: beta   71, exp  107
constant 1613: beta   40, exp   68
constant 1614: beta   45, exp   66
constant 1615: beta    4, exp    7
constant 1616: beta   84, exp  105
constant 1617: beta   39, exp   57
constant 1618: beta   15, exp   15
constant 1619: beta   63, exp   70
constant 1620: beta   80, exp  108
constant 1621: beta   38, exp   53
constant 1622: beta   38, exp   53
constant 1623: beta   65, exp   94
constant 1624: beta   96, exp  111
constant 1625: beta   51, exp   69
constant 1626: beta   10, exp   21
constant 1627: beta   68, exp   89
constant 1628: beta   68, exp   89
constant 1629: beta  167, exp  165
constant 1630: beta   94, exp  104
constant 1631: beta   19, exp   33
constant 1632: beta   45, exp   71
constant 1633: beta   68, exp   89
constant 1634: beta  101, exp  125
constant 1635: beta  176, exp  180
constant 1636: beta  100, exp  113
constant 1637: beta  141, exp  186
constant 1638: beta   22, exp   38
constant 1639: beta   51, exp   80
constant 1640: beta   51, exp   80
constant 1641: beta  134, exp  149
constant 1642: beta   97, exp  100
constant 1643: beta  134, exp  149
constant 1644: beta   93, exp   94
constant 1645: beta  134, exp  149
constant 1646: beta   97, exp  100
constant 1647: beta   18, exp   31
constant 1648: beta   36, exp   59
constant 1649: beta   64, exp   85
constant 1650: beta   18, exp   31
constant 1651: beta   64, exp   85
constant 1652: beta  134, exp  149
constant 1653: beta   91, exp   92
constant 1654: beta  134, exp  149
constant 1655: beta   87, exp   86
constant 1656: beta  134, exp  149
constant 1657: beta   91, exp   92
constant 1658: beta   36, exp   59
constant 1659: beta  176, exp  187
constant 1660: beta  156, exp  125
constant 1661: beta   54, exp   79
constant 1662: beta  176, exp  187
constant 1663: beta  156, exp  125
constant 1664: beta  176, exp  187
constant 1665: beta  156, exp  125
constant 1666: beta   54, exp   79
constant 1667: beta   54, exp   79
constant 1668: beta  176, exp  187
constant 1669: beta  156, exp  129
constant 1670: beta   54, exp   79
constant 1671: beta   71, exp   89
constant 1672: beta   69, exp   84
constant 1673: beta   86, exp  105
constant 1674: beta   48, exp   63
constant 1675: beta  176, exp  187
constant 1676: beta  146, exp  111
constant 1677: beta   42, exp   61
constant 1678: beta   30, exp   50
constant 1679: beta   64, exp   92
constant 1680: beta   40, exp   66
constant 1681: beta   72, exp   98
constant 1682: beta   88, exp  120
constant 1683: beta   72, exp   98
constant 1684: beta   72, exp   98
constant 1685: beta   88, exp  120
constant 1686: beta   72, exp   98
constant 1687: beta    7, exp   11
constant 1688: beta    4, exp    7
constant 1689: beta   48, exp   63
constant 1690: beta   45, exp   62
constant 1691: beta   20, exp   37
constant 1692: beta   13, exp   25
constant 1693: beta   30, exp   57
constant 1694: beta   52, exp   77
constant 1695: beta   70, exp  103
constant 1696: beta    4, exp    7
constant 1697: beta   25, exp   43
constant 1698: beta   32, exp   47
constant 1699: beta   48, exp   65
constant 1700: beta   67, exp   97
constant 1701: beta   61, exp   93
constant 1702: beta   22, exp   38
constant 1703: beta   82, exp  115
constant 1704: beta  110, exp  165
constant 1705: beta   43, exp   71
constant 1706: beta  110, exp  165
constant 1707: beta   43, exp   71
constant 1708: beta   66, exp   99
constant 1709: beta   94, exp  157
constant 1710: beta  134, exp  191
constant 1711: beta   80, exp  114
constant 1712: beta   82, exp  112
constant 1713: beta  103, exp  139
constant 1714: beta  112, exp  149
constant 1715: beta  112, exp  149
constant 1716: beta    4, exp    8
constant 1717: beta   12, exp   21
constant 1718: beta    6, exp    9
constant 1719: beta    4, exp    7
constant 1720: beta    3, exp    6
constant 1721: beta    3, exp    6
constant 1722: beta    3, exp    6
constant 1723: beta    6, exp   11
constant 1724: beta   17, exp   32
constant 1725: beta   14, exp   32
constant 1726: beta   47, exp   74
constant 1727: beta   47, exp   74
constant 1728: beta   26, exp   54
constant 1729: beta   26, exp   54
constant 1730: beta   22, exp   45
constant 1731: beta   19, exp   49
constant 1732: beta    5, exp   11
constant 1733: beta   31, exp   57
constant 1734: beta   31, exp   57
constant 1735: beta    5, exp   11
constant 1736: beta   31, exp   57
constant 1737: beta   31, exp   57
constant 1738: beta   10, exp   27
constant 1739: beta   31, exp   58
constant 1740: beta   39, exp   66
constant 1741: beta   10, exp   27
constant 1742: beta   31, exp   58
constant 1743: beta   39, exp   66
constant 1744: beta   20, exp   39
constant 1745: beta   20, exp   39
constant 1746: beta    1, exp    3
constant 1747: beta    3, exp    7
constant 1748: beta   14, exp   32
constant 1749: beta   34, exp   59
constant 1750: beta   20, exp   43
constant 1751: beta   24, exp   47
constant 1752: beta    3, exp    7
constant 1753: beta   11, exp   19
constant 1754: beta    4, exp   13
constant 1755: beta   27, exp   54
constant 1756: beta   51, exp   80
constant 1757: beta   70, exp  101
constant 1758: beta   62, exp   89
constant 1759: beta   46, exp   68
constant 1760: beta    3, exp   10
constant 1761: beta   13, exp   31
constant 1762: beta   11, exp   29
constant 1763: beta   37, exp   64
constant 1764: beta   20, exp   41
constant 1765: beta   53, exp   94
constant 1766: beta    1, exp    9
constant 1767: beta    8, exp   21
constant 1768: beta   23, exp   31
constant 1769: beta    8, exp   21
constant 1770: beta   33, exp   41
constant 1771: beta    3, exp   13
constant 1772: beta   48, exp   70
constant 1773: beta  156, exp  171
constant 1774: beta   69, exp   88
constant 1775: beta   11, exp   21
constant 1776: beta  104, exp  109
constant 1777: beta  170, exp  169
constant 1778: beta  153, exp  142
constant 1779: beta  167, exp  174
constant 1780: beta  101, exp   93
constant 1781: beta  289, exp  292
constant 1782: beta   72, exp   86
constant 1783: beta  157, exp  176
constant 1784: beta   78, exp   95
constant 1785: beta  259, exp  235
constant 1786: beta   21, exp   33
constant 1787: beta  263, exp  234
constant 1788: beta  260, exp  231
constant 1789: beta  362, exp  329
constant 1790: beta   85, exp   98
constant 1791: beta   76, exp   86
constant 1792: beta   58, exp   71
constant 1793: beta    3, exp   13
constant 1794: beta   68, exp   93
constant 1795: beta   41, exp   66
constant 1796: beta  146, exp  168
constant 1797: beta   79, exp  101
constant 1798: beta   11, exp   21
constant 1799: beta  138, exp  142
constant 1800: beta  153, exp  142
constant 1801: beta  183, exp  167
constant 1802: beta  308, exp  315
constant 1803: beta   72, exp   86
constant 1804: beta  147, exp  160
constant 1805: beta   88, exp  103
constant 1806: beta  108, exp  123
